Fecha,Resultado,Federal,U de G,Privado,Rapidas,
26/09/2020,Sospechosos,"3,285",284,Na,Na,
27/09/2020,Confirmados,"26,315","11,078","21,787","9,574",
27/09/2020,Descartados,"35,973","27,717","45,735","38,903",
27/09/2020,Sospechosos,"2,992",284,Na,Na,
28/09/2020,Confirmados,"26,503","11,078","22,154","9,588",
28/09/2020,Descartados,"36,148","27,717","46,662","38,934",
28/09/2020,Sospechosos,"2,754",284,Na,Na,
29/09/2020,Confirmados,"26,741","11,154","22,440","9,625",
29/09/2020,Descartados,"36,374","27,902","47,230","39,008",
29/09/2020,Sospechosos,"2,942",331,Na,Na,
30/09/2020,Confirmados,"26,963","11,276","22,709","9,698",
30/09/2020,Descartados,"36,606","28,038","47,823","39,167",
30/09/2020,Sospechosos,"3,216",384,Na,Na,
01/10/2020,Confirmados,"27,218","11,441","22,909","9,743",
01/10/2020,Descartados,"36,879","28,266","48,156","39,272",
01/10/2020,Sospechosos,"3,372",375,Na,Na,
02/10/2020,Confirmados,"27,478","11,605","23,122","9,794",
02/10/2020,Descartados,"37,155","28,458","48,742","39,382",
02/10/2020,Sospechosos,"3,438",367,Na,Na,
03/10/2020,Confirmados,"27,705","11,735","23,469","9,814",
03/10/2020,Descartados,"37,451","28,707","49,184","39,415",
03/10/2020,Sospechosos,"3,437",391,Na,Na,
04/10/2020,Confirmados,"27,922","11,735","23,765","9,817",
04/10/2020,Descartados,"37,789","28,707","49,652","39,419",
04/10/2020,Sospechosos,"3,120",391,Na,Na,
05/10/2020,Confirmados,"28,128","11,735","24,181","9,866",
05/10/2020,Descartados,"38,013","28,707","50,285","39,545",
05/10/2020,Sospechosos,"2,853",391,Na,Na,
06/10/2020,Confirmados,"28,405","11,825","24,500","9,935",
06/10/2020,Descartados,"38,817","28,825","50,868","39,677",
06/10/2020,Sospechosos,"14,814",556,Na,Na,
07/10/2020,Confirmados,"28,639","11,988","24,758","10,009",
07/10/2020,Descartados,"39,163","29,180","51,552","39,833",
07/10/2020,Sospechosos,"14,957",392,Na,Na,
08/10/2020,Confirmados,"28,897","12,140","24,998","10,110",
08/10/2020,Descartados,"39,409","29,384","52,177","40,019",
08/10/2020,Sospechosos,"15,117",436,Na,Na,
09/10/2020,Confirmados,"29,252","12,242","25,148","10,153",
09/10/2020,Descartados,"39,809","29,674","52,466","40,161",
09/10/2020,Sospechosos,"15,007",371,Na,Na,
10/10/2020,Confirmados,"29,443","12,362","25,472","10,198",
10/10/2020,Descartados,"40,174","29,946","53,213","40,304",
10/10/2020,Sospechosos,"15,118",397,Na,Na,
11/10/2020,Confirmados,"29,637","12,362","25,926","10,200",
11/10/2020,Descartados,"40,296","29,946","53,696","40,305",
11/10/2020,Sospechosos,"14,981",397,Na,Na,
12/10/2020,Confirmados,"29,800","12,401","26,002","10,238",
12/10/2020,Descartados,"40,454","29,945","53,957","40,373",
12/10/2020,Sospechosos,"14,858",359,Na,Na,
13/10/2020,Confirmados,"30,040","12,529","26,289","10,312",
13/10/2020,Descartados,"40,640","30,269","54,435","40,563",
13/10/2020,Sospechosos,"15,063",337,Na,Na,
14/10/2020,Confirmados,"30,256","12,645","26,583","10,387",
14/10/2020,Descartados,"40,824","30,577","55,352","40,744",
14/10/2020,Sospechosos,"15,312",273,Na,Na,
15/10/2020,Confirmados,"30,418","12,822","26,932","10,449",
15/10/2020,Descartados,"41,054","30,948","55,936","40,925",
15/10/2020,Sospechosos,"15,668",209,Na,Na,
16/10/2020,Confirmados,"30,665","12,976","27,205","10,516",
16/10/2020,Descartados,"41,362","31,290","56,489","41,116",
16/10/2020,Sospechosos,"15,714",195,Na,Na,
17/10/2020,Confirmados,"30,900","13,122","27,602","10,516",
17/10/2020,Descartados,"41,606","31,681","57,104","41,126",
17/10/2020,Sospechosos,"15,751",154,Na,Na,
18/10/2020,Confirmados,"31,093","13,122","28,013","10,516",
18/10/2020,Descartados,"41,806","31,681","57,565","41,126",
18/10/2020,Sospechosos,"15,609",154,Na,Na,
19/10/2020,Confirmados,"31,258","13,181","28,431","10,574",
19/10/2020,Descartados,"41,957","31,905","58,316","41,242",
19/10/2020,Sospechosos,"15,488",94,Na,Na,
20/10/2020,Confirmados,"31,483","13,347","28,593","10,760",
20/10/2020,Descartados,"42,119","32,245","58,770","41,538",
20/10/2020,Sospechosos,"15,814",201,Na,Na,
21/10/2020,Confirmados,"31,882","13,544","28,721","10,760",
21/10/2020,Descartados,"42,389","32,609","58,903","41,538",
21/10/2020,Sospechosos,"15,896",150,Na,Na,
22/10/2020,Confirmados,"32,193","13,718","28,721","10,955",
22/10/2020,Descartados,"42,637","32,993","58,903","41,819",
22/10/2020,Sospechosos,"16,068",291,Na,Na,
23/10/2020,Confirmados,"32,450","14,027","29,055","10,955",
23/10/2020,Descartados,"42,894","33,425","59,959","41,819",
23/10/2020,Sospechosos,"16,125",261,Na,Na,
24/10/2020,Confirmados,"32,667","14,027","29,672","10,955",
24/10/2020,Descartados,"43,020","33,425","60,779","41,819",
24/10/2020,Sospechosos,"16,386",261,Na,Na,
25/10/2020,Confirmados,"32,895","14,194","30,023","11,056",
25/10/2020,Descartados,"43,311","33,753","61,361","41,935",
25/10/2020,Sospechosos,"16,078",373,Na,Na,
26/10/2020,Confirmados,"33,164","14,276","30,473","11,171",
26/10/2020,Descartados,"43,552","33,894","61,996","42,011",
26/10/2020,Sospechosos,"15,786",253,Na,Na,
27/10/2020,Confirmados,"33,339","14,466","30,917","11,266",
27/10/2020,Descartados,"43,732","34,297","62,918","42,155",
27/10/2020,Sospechosos,"16,258",224,Na,Na,
28/10/2020,Confirmados,"33,543","14,689","31,326","11,345",
28/10/2020,Descartados,"43,913","34,720","63,614","42,498",
28/10/2020,Sospechosos,"16,516",255,Na,Na,
29/10/2020,Confirmados,"33,857","14,860","31,659","11,417",
29/10/2020,Descartados,"44,191","35,095","64,464","42,774",
29/10/2020,Sospechosos,"16,608",261,Na,Na,
30/10/2020,Confirmados,"34,082","15,067","31,955","11,591",
30/10/2020,Descartados,"44,449","35,442","65,242","42,980",
30/10/2020,Sospechosos,"16,777",248,Na,Na,
31/10/2020,Confirmados,"34,396","15,240","32,315","11,599",
31/10/2020,Descartados,"44,831","35,811","65,847","42,994",
31/10/2020,Sospechosos,"16,696",252,Na,Na,
01/11/2020,Confirmados,"34,612","15,537","32,572","11,599",
01/11/2020,Descartados,"45,017","36,111","66,317","42,994",
01/11/2020,Sospechosos,"16,600",252,Na,Na,
02/11/2020,Confirmados,"34,797","15,768","32,920","11,615",
02/11/2020,Descartados,"45,282","36,342","67,336","43,023",
02/11/2020,Sospechosos,"16,299",225,Na,Na,
03/11/2020,Confirmados,"34,959","15,827","33,234","11,771",
03/11/2020,Descartados,"45,471","36,575","67,993","43,177",
03/11/2020,Sospechosos,"16,537",233,Na,Na,
04/11/2020,Confirmados,"35,227","15,993","33,453","11,938",
04/11/2020,Descartados,"45,677","36,934","68,639","43,373",
04/11/2020,Sospechosos,"16,766",282,Na,Na,
05/11/2020,Confirmados,"35,493","16,162","33,868","11,938",
05/11/2020,Descartados,"45,966","37,175","69,610","43,373",
05/11/2020,Sospechosos,"16,933",260,Na,Na,
06/11/2020,Confirmados,"35,860","16,357","34,039","12,009",
06/11/2020,Descartados,"46,294","37,524","70,105","43,603",
06/11/2020,Sospechosos,"16,945",267,Na,Na,
07/11/2020,Confirmados,"36,104","16,583","34,399","12,009",
07/11/2020,Descartados,"46,525","37,979","71,104","43,603",
07/11/2020,Sospechosos,"17,088",234,Na,Na,
08/11/2020,Confirmados,"36,272","15,883","34,680","12,010",
08/11/2020,Descartados,"46,810","37,979","71,662","43,610",
08/11/2020,Sospechosos,"16,844",234,Na,Na,
09/11/2020,Confirmados,"36,480","16,632","34,949","12,010",
09/11/2020,Descartados,"47,135","38,001","72,498","43,610",
09/11/2020,Sospechosos,"16,483",234,Na,Na,
10/11/2020,Confirmados,"36,648","16,741","35,208","12,188",
10/11/2020,Descartados,"47,286","38,241","73,301","43,878",
10/11/2020,Sospechosos,"16,898",392,Na,Na,
11/11/2020,Confirmados,"36,854","16,997","35,334","12,280",
11/11/2020,Descartados,"47,458","38,653","73,644","44,292",
11/11/2020,Sospechosos,"17,196",279,Na,Na,
12/11/2020,Confirmados,"37,015","17,201","35,541","12,408",
12/11/2020,Descartados,"47,597","38,963","74,402","44,940",
12/11/2020,Sospechosos,"17,259",334,Na,Na,
13/11/2020,Confirmados,"37,175","17,410","35,867","12,408",
13/11/2020,Descartados,"47,789","39,257","75,388","44,940",
13/11/2020,Sospechosos,"17,237",278,Na,Na,
14/11/2020,Confirmados,"37,341","17,604","36,093","12,472",
14/11/2020,Descartados,"47,881","39,486","75,921","45,319",
14/11/2020,Sospechosos,"17,305",287,Na,Na,
15/11/2020,Confirmados,"37,479","17,604","36,238","12,567",
15/11/2020,Descartados,"48,120","39,486","76,196","45,944",
15/11/2020,Sospechosos,"17,071",287,Na,Na,
16/11/2020,Confirmados,"37,631","17,604","36,686","12,567",
16/11/2020,Descartados,"48,224","39,486","77,272","45,944",
16/11/2020,Sospechosos,"16,896",287,Na,Na,
17/11/2020,Confirmados,"37,709","17,622","37,029","12,735",
17/11/2020,Descartados,"48,289","39,505","78,417","47,137",
17/11/2020,Sospechosos,"16,930",289,Na,Na,
18/11/2020,Confirmados,"37,785","17,847","37,350","12,763",
18/11/2020,Descartados,"48,338","39,859","79,161","47,187",
18/11/2020,Sospechosos,"17,168",352,Na,Na,
19/11/2020,Confirmados,"37,916","18,110","37,622","12,763",
19/11/2020,Descartados,"48,463","40,179","79,921","47,187",
19/11/2020,Sospechosos,"17,470",402,Na,Na,
20/11/2020,Confirmados,"38,288","18,123","37,844","12,807",
20/11/2020,Descartados,"48,648","40,257","80,543","47,295",
20/11/2020,Sospechosos,"17,405",354,Na,Na,
21/11/2020,Confirmados,"38,525","18,354","38,006","12,857",
21/11/2020,Descartados,"48,842","40,840","81,345","47,697",
21/11/2020,Sospechosos,"17,582",247,Na,Na,
22/11/2020,Confirmados,"38,912","18,354","38,267","12,857",
22/11/2020,Descartados,"49,222","40,840","81,979","47,697",
22/11/2020,Sospechosos,"17,378",247,Na,Na,
23/11/2020,Confirmados,"39,173","18,404","38,626","12,857",
23/11/2020,Descartados,"49,405","40,881","82,800","47,697",
23/11/2020,Sospechosos,"17,205",254,Na,Na,
24/11/2020,Confirmados,"39,405","18,548","38,818","12,937",
24/11/2020,Descartados,"49,521","41,144","83,351","48,264",
24/11/2020,Sospechosos,"17,840",292,Na,Na,
25/11/2020,Confirmados,"39,665","18,708","38,947","13,060",
25/11/2020,Descartados,"49,711","41,491","83,995","49,175",
25/11/2020,Sospechosos,"18,248",265,Na,Na,
26/11/2020,Confirmados,"39,889","18,912","39,259","13,060",
26/11/2020,Descartados,"49,895","41,818","84,649","49,175",
26/11/2020,Sospechosos,"18,628",279,Na,Na,
27/11/2020,Confirmados,"40,275","19,133","39,412","13,060",
27/11/2020,Descartados,"50,384","42,166","85,587","49,175",
27/11/2020,Sospechosos,"18,605",305,Na,Na,
28/11/2020,Confirmados,"40,571","19,337","39,717","13,060",
28/11/2020,Descartados,"50,561","42,540","86,563","49,175",
28/11/2020,Sospechosos,"18,937",245,Na,Na,
29/11/2020,Confirmados,"40,947","19,337","40,102","13,134",
29/11/2020,Descartados,"50,929","42,540","87,609","49,714",
29/11/2020,Sospechosos,"18,539",245,Na,Na,
30/11/2020,Confirmados,"41,266","19,378","40,270","13,430",
30/11/2020,Descartados,"51,229","42,574","88,027","51,166",
30/11/2020,Sospechosos,"18,107",248,Na,Na,
01/12/2020,Confirmados,"41,587","19,560","40,566","13,451",
01/12/2020,Descartados,"51,468","42,845","89,130","51,307",
01/12/2020,Sospechosos,"18,337",336,Na,Na,
02/12/2020,Confirmados,"42,178","19,726","40,713","13,451",
02/12/2020,Descartados,"51,708","43,131","89,791","51,307",
02/12/2020,Sospechosos,"18,716",355,Na,Na,
03/12/2020,Confirmados,"42,477","19,927","41,077","13,451",
03/12/2020,Descartados,"51,939","43,453","90,495","51,307",
03/12/2020,Sospechosos,"19,073",391,Na,Na,
04/12/2020,Confirmados,"43,031","20,112","41,209","13,451",
04/12/2020,Descartados,"52,440","43,674","90,704","51,326",
04/12/2020,Sospechosos,"18,981",361,Na,Na,
05/12/2020,Confirmados,"43,324","20,246","41,672","13,454",
05/12/2020,Descartados,"52,748","43,798","91,702","51,326",
05/12/2020,Sospechosos,"19,062",475,Na,Na,
06/12/2020,Confirmados,"43,716","20,246","42,462","13,454",
06/12/2020,Descartados,"53,027","43,798","92,988","51,326",
06/12/2020,Sospechosos,"18,621",475,Na,Na,
07/12/2020,Confirmados,"44,003","20,321","42,594","13,496",
07/12/2020,Descartados,"53,237","43,915","93,566","51,496",
07/12/2020,Sospechosos,"18,280",352,Na,Na,
08/12/2020,Confirmados,"44,224","20,535","42,953","13,534",
08/12/2020,Descartados,"53,401","44,213","94,076","51,605",
08/12/2020,Sospechosos,"18,617",374,Na,Na,
09/12/2020,Confirmados,"44,560","20,728","43,202","13,581",
09/12/2020,Descartados,"53,557","44,517","94,509","51,708",
09/12/2020,Sospechosos,"18,812",317,Na,Na,
10/12/2020,Confirmados,"44,832","20,973","43,496","13,628",
10/12/2020,Descartados,"53,754","44,858","94,922","51,936",
10/12/2020,Sospechosos,"19,086",395,Na,Na,
11/12/2020,Confirmados,"45,172","21,201","43,749","13,653",
11/12/2020,Descartados,"54,069","45,078","95,252","52,041",
11/12/2020,Sospechosos,"19,134",389,Na,Na,
12/12/2020,Confirmados,"45,499","21,417","44,069","13,676",
12/12/2020,Descartados,"54,314","45,362","95,861","52,212",
12/12/2020,Sospechosos,"19,270",376,Na,Na,
13/12/2020,Confirmados,"45,838","21,417","44,583","13,714",
13/12/2020,Descartados,"54,617","45,362","96,922","52,642",
13/12/2020,Sospechosos,"18,977",376,Na,Na,
14/12/2020,Confirmados,"46,165","21,433","45,071","13,788",
14/12/2020,Descartados,"54,806","45,387","97,420","53,034",
14/12/2020,Sospechosos,"18,631",378,Na,Na,
15/12/2020,Confirmados,"46,448","21,711","45,398","13,814",
15/12/2020,Descartados,"54,980","45,855","98,082","53,101",
15/12/2020,Sospechosos,"19,016",463,Na,Na,
16/12/2020,Confirmados,"46,671","22,000","45,743","13,864",
16/12/2020,Descartados,"55,081","46,189","98,542","53,192",
16/12/2020,Sospechosos,"19,459",386,Na,Na,
17/12/2020,Confirmados,"47,110","22,214","45,974","13,894",
17/12/2020,Descartados,"55,432","46,392","98,841","53,258",
17/12/2020,Sospechosos,"19,501",580,Na,Na,
18/12/2020,Confirmados,"47,474","22,491","46,270","13,957",
18/12/2020,Descartados,"55,726","46,739","99,880","53,547",
18/12/2020,Sospechosos,"19,627",465,Na,Na,
19/12/2020,Confirmados,"47,808","22,746","46,694","14,002",
19/12/2020,Descartados,"55,978","47,014","100,676","53,685",
19/12/2020,Sospechosos,"19,722",450,Na,Na,
20/12/2020,Confirmados,"48,184","22,746","47,229","14,079",
20/12/2020,Descartados,"56,209","47,014","101,461","54,084",
20/12/2020,Sospechosos,"19,347",450,Na,Na,
21/12/2020,Confirmados,"48,517","22,746","47,965","14,210",
21/12/2020,Descartados,"56,396","47,014","102,425","54,589",
21/12/2020,Sospechosos,"19,056",450,Na,Na,
22/12/2020,Confirmados,"48,726","23,049","48,539","14,311",
22/12/2020,Descartados,"56,472","47,533","103,555","54,844",
22/12/2020,Sospechosos,"19,572",349,Na,Na,
23/12/2020,Confirmados,"49,286","23,197","48,902","14,426",
23/12/2020,Descartados,"56,740","47,734","104,285","55,035",
23/12/2020,Sospechosos,"19,514",542,Na,Na,
24/12/2020,Confirmados,"49,654","23,197","49,658","14,426",
24/12/2020,Descartados,"56,966","47,734","105,529","55,035",
24/12/2020,Sospechosos,"19,506",542,Na,Na,
25/12/2020,Confirmados,"49,941","23,197","50,278","14,543",
25/12/2020,Descartados,"57,143","47,734","106,354","55,393",
25/12/2020,Sospechosos,"19,579",542,Na,Na,
26/12/2020,Confirmados,"50,197","23,197","50,997","14,551",
26/12/2020,Descartados,"57,279","47,734","107,344","55,401",
26/12/2020,Sospechosos,"19,364",542,Na,Na,
27/12/2020,Confirmados,"50,529","23,197","51,697","14,567",
27/12/2020,Descartados,"57,465","47,734","108,137","55,421",
27/12/2020,Sospechosos,"19,181",542,Na,Na,
28/12/2020,Confirmados,"50,779","23,197","52,345","14,659",
28/12/2020,Descartados,"57,560","47,734","108,895","55,653",
28/12/2020,Sospechosos,"19,160",542,Na,Na,
29/12/2020,Confirmados,"51,235","23,558","52,398","14,791",
29/12/2020,Descartados,"57,716","48,259","109,068","55,885",
29/12/2020,Sospechosos,"19,391",355,Na,Na,
30/12/2020,Confirmados,"51,611","23,826","52,590","15,025",
30/12/2020,Descartados,"57,889","48,514","109,500","56,196",
30/12/2020,Sospechosos,"19,791",517,Na,Na,
31/12/2020,Confirmados,"51,994","23,826","53,130","15,153",
31/12/2020,Descartados,"58,037","48,514","110,430","56,386",
31/12/2020,Sospechosos,"20,094",517,Na,Na,
01/01/2021,Confirmados,"52,399","23,826","53,768","15,205",
01/01/2021,Descartados,"58,214","48,514","111,017","56,478",
01/01/2021,Sospechosos,"20,107",517,Na,Na,
02/01/2021,Confirmados,"52,779","23,826","54,367","15,215",
02/01/2021,Descartados,"58,523","48,514","112,511","56,489",
02/01/2021,Sospechosos,"19,706",517,Na,Na,
03/01/2021,Confirmados,"52,933","23,826","55,145","15,242",
03/01/2021,Descartados,"58,545","48,514","113,421","56,520",
03/01/2021,Sospechosos,"19,802",517,Na,Na,
04/01/2021,Confirmados,"53,340","23,826","55,633","15,385",
04/01/2021,Descartados,"58,754","48,514","114,423","56,717",
04/01/2021,Sospechosos,"19,526",517,Na,Na,
05/01/2021,Confirmados,"53,810","24,332","55,633","15,413",
05/01/2021,Descartados,"58,887","49,130","114,664","56,953",
05/01/2021,Sospechosos,"19,846",317,Na,Na,
06/01/2021,Confirmados,"54,239","24,494","56,212","15,413",
06/01/2021,Descartados,"59,017","49,273","116,004","56,953",
06/01/2021,Sospechosos,"20,287",440,Na,Na,
07/01/2021,Confirmados,"54,579","24,916","56,602","15,413",
07/01/2021,Descartados,"59,191","49,574","116,955","56,953",
07/01/2021,Sospechosos,"20,748",463,Na,Na,
08/01/2021,Confirmados,"55,162","25,247","56,971","15,413",
08/01/2021,Descartados,"59,461","49,831","117,650","56,953",
08/01/2021,Sospechosos,"20,773",451,Na,Na,
09/01/2021,Confirmados,"55,656","25,692","57,284","15,761",
09/01/2021,Descartados,"59,829","50,195","118,249","57,381",
09/01/2021,Sospechosos,"20,726",388,Na,Na,
10/01/2021,Confirmados,"56,111","25,692","57,899","16,272",
10/01/2021,Descartados,"60,029","50,195","119,250","57,910",
10/01/2021,Sospechosos,"20,400",388,Na,Na,
11/01/2021,Confirmados,"56,595","25,692","58,909","16,365",
11/01/2021,Descartados,"60,197","50,195","120,354","58,028",
11/01/2021,Sospechosos,"20,062",388,Na,Na,
12/01/2021,Confirmados,"57,072","26,103","59,175","16,781",
12/01/2021,Descartados,"60,323","50,556","120,853","58,632",
12/01/2021,Sospechosos,"20,563",334,Na,Na,
13/01/2021,Confirmados,"57,469","26,337","60,023","17,002",
13/01/2021,Descartados,"60,499","50,744","122,095","59,081",
13/01/2021,Sospechosos,"21,050",354,Na,Na,
14/01/2021,Confirmados,"58,166","26,766","60,593","17,002",
14/01/2021,Descartados,"60,897","51,067","123,149","59,081",
14/01/2021,Sospechosos,"20,963",382,Na,Na,
15/01/2021,Confirmados,"58,910","27,013","61,038","17,365",
15/01/2021,Descartados,"61,366","51,383","123,664","59,633",
15/01/2021,Sospechosos,"21,121",357,Na,Na,
16/01/2021,Confirmados,"59,747","27,365","61,612","17,409",
16/01/2021,Descartados,"61,882","51,683","124,466","59,710",
16/01/2021,Sospechosos,"21,055",392,Na,Na,
17/01/2021,Confirmados,"60,269","27,365","62,893","17,409",
17/01/2021,Descartados,"62,176","51,683","127,239","59,710",
17/01/2021,Sospechosos,"20,914",392,Na,Na,
18/01/2021,Confirmados,"60,907","27,365","64,102","17,409",
18/01/2021,Descartados,"62,465","51,683","129,236","59,710",
18/01/2021,Sospechosos,"20,559",392,Na,Na,
19/01/2021,Confirmados,"61,634","27,863","64,483","17,701",
19/01/2021,Descartados,"62,951","52,216","129,997","60,243",
19/01/2021,Sospechosos,"20,937",313,Na,Na,
20/01/2021,Confirmados,"62,279","28,064","65,052","18,011",
20/01/2021,Descartados,"63,459","52,491","131,107","60,821",
20/01/2021,Sospechosos,"21,389",368,Na,Na,
21/01/2021,Confirmados,"63,256","28,311","65,557","18,182",
21/01/2021,Descartados,"64,085","52,709","132,320","61,158",
21/01/2021,Sospechosos,"21,437",547,Na,Na,
22/01/2021,Confirmados,"64,072","28,690","66,510","18,182",
22/01/2021,Descartados,"64,790","53,246","133,982","61,158",
22/01/2021,Sospechosos,"21,465",447,Na,Na,
23/01/2021,Confirmados,"65,003","29,051","67,010","18,344",
23/01/2021,Descartados,"65,459","53,665","134,938","61,499",
23/01/2021,Sospechosos,"21,464",377,Na,Na,
24/01/2021,Confirmados,"65,690","29,051","68,315","18,344",
24/01/2021,Descartados,"65,917","53,665","137,507","61,499",
24/01/2021,Sospechosos,"21,123",377,Na,Na,
25/01/2021,Confirmados,"66,323","29,051","69,564","18,458",
25/01/2021,Descartados,"66,294","53,665","140,968","61,707",
25/01/2021,Sospechosos,"20,908",377,Na,Na,
26/01/2021,Confirmados,"67,024","29,293","70,397","18,634",
26/01/2021,Descartados,"66,705","54,060","142,694","62,066",
26/01/2021,Sospechosos,"21,175",360,Na,Na,
27/01/2021,Confirmados,"67,666","29,735","71,011","18,840",
27/01/2021,Descartados,"67,187","54,447","144,042","62,438",
27/01/2021,Sospechosos,"21,533",457,Na,Na,
28/01/2021,Confirmados,"68,541","30,060","71,602","18,980",
28/01/2021,Descartados,"67,888","55,298","145,588","62,745",
28/01/2021,Sospechosos,"21,596",448,Na,Na,
29/01/2021,Confirmados,"69,201","30,236","72,546","19,106",
29/01/2021,Descartados,"68,459","55,568","147,813","63,098",
29/01/2021,Sospechosos,"21,599",466,Na,Na,
30/01/2021,Confirmados,"69,856","30,436","73,586","19,122",
30/01/2021,Descartados,"68,894","55,856","151,212","63,197",
30/01/2021,Sospechosos,"21,573",499,Na,Na,
31/01/2020,Confirmados,"70,078","30,436","75,240","19,143",
31/01/2020,Descartados,"69,026","55,856","155,011","63,216",
31/01/2020,Sospechosos,"21,528",499,Na,Na,
01/02/2021,Confirmados,"70,362","30,436","76,697","19,247",
01/02/2021,Descartados,"69,157","55,856","158,128","63,352",
01/02/2021,Sospechosos,"21,361",499,Na,Na,
02/02/2021,Confirmados,"70,563","30,612","78,003","19,367",
02/02/2021,Descartados,"69,239","56,249","160,580","63,594",
02/02/2021,Sospechosos,"21,278",458,Na,Na,
03/02/2021,Confirmados,"70,974","30,843","79,050","19,504",
03/02/2021,Descartados,"69,505","56,714","162,673","63,885",
03/02/2021,Sospechosos,"21,704",513,Na,Na,
04/02/2021,Confirmados,"71,399","31,410","79,763","19,617",
04/02/2021,Descartados,"69,874","57,968","164,686","64,161",
04/02/2021,Sospechosos,"21,840",480,Na,Na,
05/02/2021,Confirmados,"71,802","31,793","80,453","19,736",
05/02/2021,Descartados,"70,146","58,768","166,885","64,459",
05/02/2021,Sospechosos,"21,935",451,Na,Na,
06/02/2021,Confirmados,"72,089","31,955","81,519","19,772",
06/02/2021,Descartados,"70,483","59,073","169,580","64,542",
06/02/2021,Sospechosos,"21,951",465,Na,Na,
07/02/2021,Confirmados,"72,392","31,955","82,424","19,773",
07/02/2021,Descartados,"70,818","59,073","172,680","64,542",
07/02/2021,Sospechosos,"21,502",465,Na,Na,
08/02/2021,Confirmados,"72,578","31,955","83,332","19,867",
08/02/2021,Descartados,"71,077","59,073","175,388","64,760",
08/02/2021,Sospechosos,"21,235",465,Na,Na,
09/02/2021,Confirmados,"72,967","32,305","83,704","19,867",
09/02/2021,Descartados,"71,348","60,027","177,588","64,760",
09/02/2021,Sospechosos,"21,386",369,Na,Na,
10/02/2021,Confirmados,"73,393","32,438","83,992","20,029",
10/02/2021,Descartados,"71,774","60,481","179,503","65,116",
10/02/2021,Sospechosos,"21,439",411,Na,Na,
11/02/2021,Confirmados,"73,753","32,683","84,197","20,239",
11/02/2021,Descartados,"72,216","61,086","180,669","65,575",
11/02/2021,Sospechosos,"21,479",419,Na,Na,
12/02/2021,Confirmados,"74,090","32,851","84,647","20,314",
12/02/2021,Descartados,"72,755","61,480","182,872","65,765",
12/02/2021,Sospechosos,"21,459",429,Na,Na,
13/02/2021,Confirmados,"74,413","33,121","87,858","20,317",
13/02/2021,Descartados,"73,268","62,160","183,878","65,777",
13/02/2021,Sospechosos,"21,421",345,Na,Na,
14/02/2021,Confirmados,"74,525","33,121","85,480","20,319",
14/02/2021,Descartados,"73,433","62,160","187,554","65,793",
14/02/2021,Sospechosos,"21,324",345,Na,Na,
15/02/2021,Confirmados,"74,623","33,121","86,071","20,390",
15/02/2021,Descartados,"73,549","62,160","190,125","66,006",
15/02/2021,Sospechosos,"21,247",345,Na,Na,
16/02/2021,Confirmados,"74,937","33,349","86,281","20,436",
16/02/2021,Descartados,"73,956","62,782","191,490","66,183",
16/02/2021,Sospechosos,"21,427",377,Na,Na,
17/02/2021,Confirmados,"75,160","33,468","86,670","20,463",
17/02/2021,Descartados,"74,455","63,269","194,020","66,304",
17/02/2021,Sospechosos,"21,563",376,Na,Na,
18/02/2021,Confirmados,"75,521","33,600","86,908","20,486",
18/02/2021,Descartados,"74,946","63,779","195,399","66,492",
18/02/2021,Sospechosos,"21,506",385,Na,Na,
19/02/2021,Confirmados,"75,856","33,662","87,140","20,536",
19/02/2021,Descartados,"75,467","64,066","196,594","66,649",
19/02/2021,Sospechosos,"21,511",331,Na,Na,
20/02/2021,Confirmados,"76,163","33,789","87,364","20,536",
20/02/2021,Descartados,"75,993","64,535","198,339","66,649",
20/02/2021,Sospechosos,"21,494",355,Na,Na,
21/02/2021,Confirmados,"76,298","33,789","87,810","20,549",
21/02/2021,Descartados,"76,139","64,535","201,884","66,687",
21/02/2021,Sospechosos,"21,360",355,Na,Na,
22/02/2021,Confirmados,"76,363","33,789","88,113","20,590",
22/02/2021,Descartados,"76,248","64,535","204,588","66,825",
22/02/2021,Sospechosos,"21,355",355,Na,Na,
23/02/2021,Confirmados,"76,705","33,918","88,308","20,590",
23/02/2021,Descartados,"76,736","64,880","205,440","66,825",
23/02/2021,Sospechosos,"21,401",381,Na,Na,
24/02/2021,Confirmados,"77,028","34,020","88,451","20,646",
24/02/2021,Descartados,"77,284","65,232","209,704","67,027",
24/02/2021,Sospechosos,"21,437",336,Na,Na,
25/02/2021,Confirmados,"77,397","34,033","88,566","20,722",
25/02/2021,Descartados,"77,919","65,578","212,367","67,205",
25/02/2021,Sospechosos,"21,264",289,Na,Na,
26/02/2021,Confirmados,"77,693","34,122","88,807","20,722",
26/02/2021,Descartados,"78,470","65,882","213,008","67,205",
26/02/2021,Sospechosos,"21,224",294,Na,Na,
27/02/2021,Confirmados,"77,964","34,227","88,977","20,773",
27/02/2021,Descartados,"79,018","66,171","214,558","67,284",
27/02/2021,Sospechosos,"21,167",305,Na,Na,
28/02/2021,Confirmados,"78,097","34,227","89,223","20,777",
28/02/2021,Descartados,"79,194","66,171","217,662","67,308",
28/02/2021,Sospechosos,"21,013",305,Na,Na,
01/03/2021,Confirmados,"78,194","34,227","89,451","20,801",
01/03/2021,Descartados,"79,278","66,171","220,124","67,403",
01/03/2021,Sospechosos,"20,978",305,Na,Na,
02/03/2021,Confirmados,"78,491","34,316","89,538","20,818",
