Fecha,Resultado,Federal,U de G,Privado,Rapidas,
02/03/2021,Descartados,"79,775","66,458","221,652","67,577",
02/03/2021,Sospechosos,"20,982",346,Na,Na,
03/03/2021,Confirmados,"78,719","34,369","89,668","20,851",
03/03/2021,Descartados,"80,325","66,617","223,894","67,715",
03/03/2021,Sospechosos,"20,930",299,Na,Na,
04/03/2021,Confirmados,"78,948","34,431","89,768","20,871",
04/03/2021,Descartados,"80,849","66,925","225,401","67,830",
04/03/2021,Sospechosos,"20,933",332,Na,Na,
05/03/2021,Confirmados,"79,167","34,527","89,927","20,871",
05/03/2021,Descartados,"81,331","67,174","226,736","67,830",
05/03/2021,Sospechosos,"20,941",275,Na,Na,
06/03/2021,Confirmados,"79,374","34,589","90,043","20,889",
06/03/2021,Descartados,"81,822","67,409","228,027","67,875",
06/03/2021,Sospechosos,"20,920",288,Na,Na,
07/03/2021,Confirmados,"79,429","34,589","90,351","20,890",
07/03/2021,Descartados,"81,923","67,409","230,549","67,880",
07/03/2021,Sospechosos,"20,921",288,Na,Na,
08/03/2021,Confirmados,"79,476","34,589","90,552","20,912",
08/03/2021,Descartados,"82,010","67,409","233,583","67,997",
08/03/2021,Sospechosos,"20,937",288,Na,Na,
09/03/2021,Confirmados,"79,705","34,658","90,665","20,933",
09/03/2021,Descartados,"82,515","67,746","235,052","68,140",
09/03/2021,Sospechosos,"21,009",291,Na,Na,
10/03/2021,Confirmados,"79,897","34,742","90,830","20,933",
10/03/2021,Descartados,"82,992","68,061","236,694","68,140",
10/03/2021,Sospechosos,"21,039",247,Na,Na,
11/03/2021,Confirmados,"80,158","34,820","90,873","20,961",
11/03/2021,Descartados,"83,593","68,360","238,159","68,328",
11/03/2021,Sospechosos,"20,868",323,Na,Na,
12/03/2021,Confirmados,"80,369","34,867","90,997","20,961",
12/03/2021,Descartados,"84,036","68,577","239,780","68,328",
12/03/2021,Sospechosos,"20,860",282,Na,Na,
13/03/2021,Confirmados,"80,609","34,931","91,082","20,961",
13/03/2021,Descartados,"84,523","68,767","241,000","68,328",
13/03/2021,Sospechosos,"20,696",266,Na,Na,
14/03/2021,Confirmados,"80,652","34,931","91,256","20,961",
14/03/2021,Descartados,"84,661","68,767","243,396","68,328",
14/03/2021,Sospechosos,"20,691",266,Na,Na,
15/03/2021,Confirmados,"80,683","34,931","91,497","20,967",
15/03/2021,Descartados,"84,754","68,767","247,159","68,421",
15/03/2021,Sospechosos,"20,672",266,Na,Na,
16/03/2021,Confirmados,"80,703","34,946","91,578","20,990",
16/03/2021,Descartados,"84,801","68,795","249,125","68,541",
16/03/2021,Sospechosos,"20,664",244,Na,Na,
17/03/2021,Confirmados,"80,938","34,982","91,683","20,990",
17/03/2021,Descartados,"85,312","68,945","251,433","68,541",
17/03/2021,Sospechosos,"20,753",280,Na,Na,
18/03/2021,Confirmados,"81,103","34,964","91,767","20,990",
18/03/2021,Descartados,"85,826","69,085","252,946","68,541",
18/03/2021,Sospechosos,"20,755",303,Na,Na,
19/03/2021,Confirmados,"81,256","35,007","91,819","20,990",
19/03/2021,Descartados,"86,322","69,242","254,158","68,541",
19/03/2021,Sospechosos,"20,800",238,Na,Na,
20/03/2021,Confirmados,"81,421","35,073","91,924","20,990",
20/03/2021,Descartados,"86,844","69,550","255,495","68,541",
20/03/2021,Sospechosos,"20,772",268,Na,Na,
21/03/2021,Confirmados,"81,461","35,073","92,242","20,990",
21/03/2021,Descartados,"86,975","69,550","257,437","68,541",
21/03/2021,Sospechosos,"20,755",268,Na,Na,
22/03/2021,Confirmados,"81,499","35,073","92,544","20,990",
22/03/2021,Descartados,"87,071","69,550","259,179","68,541",
22/03/2021,Sospechosos,"20,740",268,Na,Na,
23/03/2021,Confirmados,"81,662","35,086","92,662","21,064",
23/03/2021,Descartados,"87,554","69,814","260,759","69,170",
23/03/2021,Sospechosos,"20,770",283,Na,Na,
24/03/2021,Confirmados,"81,792","35,116","92,891","21,064",
24/03/2021,Descartados,"88,057","69,966","264,978","69,170",
24/03/2021,Sospechosos,"20,870",255,Na,Na,
25/03/2021,Confirmados,"81,919","35,174","93,110","21,064",
25/03/2021,Descartados,"88,606","70,145","267,868","69,170",
25/03/2021,Sospechosos,"20,819",254,Na,Na,
26/03/2021,Confirmados,"82,091","35,203","93,323","21,064",
26/03/2021,Descartados,"89,095","70,306","270,764","69,170",
26/03/2021,Sospechosos,"20,813",261,Na,Na,
27/03/2021,Confirmados,"82,210","35,266","93,573","21,064",
27/03/2021,Descartados,"89,486","70,666","273,167","69,170",
27/03/2021,Sospechosos,"20,834",247,Na,Na,
28/03/2021,Confirmados,"82,239","35,266","93,965","21,064",
28/03/2021,Descartados,"89,639","70,666","275,702","69,170",
28/03/2021,Sospechosos,"20,817",247,Na,Na,
29/03/2021,Confirmados,"82,276","35,266","94,358","21,064",
29/03/2021,Descartados,"89,745","70,666","278,125","69,170",
29/03/2021,Sospechosos,"20,813",247,Na,Na,
30/03/2021,Confirmados,"82,433","35,283","94,602","21,064",
30/03/2021,Descartados,"90,327","70,761","280,632","69,170",
30/03/2021,Sospechosos,"20,812",245,Na,Na,
31/03/2021,Confirmados,"82,617","35,283","94,805","21,106",
31/03/2021,Descartados,"90,857","70,761","283,174","69,617",
31/03/2021,Sospechosos,"20,739",245,Na,Na,
01/04/2021,Confirmados,"82,746","35,283","95,093","21,106",
01/04/2021,Descartados,"91,317","70,761","286,053","69,617",
01/04/2021,Sospechosos,"20,682",245,Na,Na,
02/04/2021,Confirmados,"82,782","35,283","95,474","21,106",
02/04/2021,Descartados,"91,430","70,761","288,675","69,617",
02/04/2021,Sospechosos,"20,653",245,Na,Na,
03/04/2021,Confirmados,"82,800","35,283","95,879","21,106",
03/04/2021,Descartados,"91,490","70,761","292,094","69,617",
03/04/2021,Sospechosos,"20,659",245,Na,Na,
04/04/2021,Confirmados,"82,825","35,283","96,272","21,106",
04/04/2021,Descartados,"91,564","70,761","297,021","69,617",
04/04/2021,Sospechosos,"20,666",245,Na,Na,
05/04/2021,Confirmados,"82,880","35,283","96,644","21,106",
05/04/2021,Descartados,"91,727","70,761","301,968","69,617",
05/04/2021,Sospechosos,"20,669",245,Na,Na,
06/04/2021,Confirmados,"83,021","35,283","96,939","21,106",
06/04/2021,Descartados,"92,208","70,761","305,343","69,617",
06/04/2021,Sospechosos,"20,769",245,Na,Na,
07/04/2021,Confirmados,"83,198","35,323","97,150","21,106",
07/04/2021,Descartados,"92,770","70,873","307,922","69,617",
07/04/2021,Sospechosos,"20,787",307,Na,Na,
08/04/2021,Confirmados,"83,351","35,323","97,336","21,206",
08/04/2021,Descartados,"93,280","70,873","311,820","71,130",
08/04/2021,Sospechosos,"20,850",307,Na,Na,
09/04/2021,Confirmados,"83,481","35,392","97,582","21,206",
09/04/2021,Descartados,"93,867","71,065","314,772","71,130",
09/04/2021,Sospechosos,"20,800",282,Na,Na,
10/04/2021,Confirmados,"83,631","35,392","97,864","21,206",
10/04/2021,Descartados,"94,405","71,065","318,378","71,130",
10/04/2021,Sospechosos,"20,793",282,Na,Na,
11/04/2021,Confirmados,"83,685","35,392","98,236","21,206",
11/04/2021,Descartados,"94,539","71,065","321,328","71,130",
11/04/2021,Sospechosos,"20,762",282,Na,Na,
12/04/2021,Confirmados,"83,734","35,392","98,575","21,240",
12/04/2021,Descartados,"94,665","71,065","324,628","71,921",
12/04/2021,Sospechosos,"20,740",282,Na,Na,
13/04/2021,Confirmados,"83,858","35,392","98,867","21,240",
13/04/2021,Descartados,"95,177","71,065","328,598","71,921",
13/04/2021,Sospechosos,"20,813",282,Na,Na,
14/04/2021,Confirmados,"83,987","35,481","99,071","21,240",
14/04/2021,Descartados,"95,796","71,318","332,139","71,921",
14/04/2021,Sospechosos,"20,817",262,Na,Na,
15/04/2021,Confirmados,"84,093","35,481","99,665","21,283",
15/04/2021,Descartados,"96,264","71,318","336,226","72,450",
15/04/2021,Sospechosos,"20,823",262,Na,Na,
16/04/2021,Confirmados,"84,179","35,534","99,617","21,283",
16/04/2021,Descartados,"96,720","71,442","341,779","72,450",
16/04/2021,Sospechosos,"20,833",237,Na,Na,
17/04/2021,Confirmados,"84,289","35,534","99,894","21,304",
17/04/2021,Descartados,"97,296","71,442","345,068","72,740",
17/04/2021,Sospechosos,"20,872",237,Na,Na,
18/04/2021,Confirmados,"84,309","35,534","100,271","21,304",
18/04/2021,Descartados,"97,421","71,442","350,594","72,740",
18/04/2021,Sospechosos,"20,844",237,Na,Na,
19/04/2021,Confirmados,"84,344","35,553","100,606","21,304",
19/04/2021,Descartados,"97,537","71,718","354,143","72,740",
19/04/2021,Sospechosos,"20,845",299,Na,Na,
20/04/2021,Confirmados,"84,489","35,553","100,833","21,316",
20/04/2021,Descartados,"98,102","71,718","356,879","73,029",
20/04/2021,Sospechosos,"20,904",299,Na,Na,
21/04/2021,Confirmados,"84,618","35,576","101,051","21,327",
21/04/2021,Descartados,"98,658","71,922","360,435","73,105",
21/04/2021,Sospechosos,"20,915",301,Na,Na,
22/04/2021,Confirmados,"84,724","35,576","101,317","21,327",
22/04/2021,Descartados,"99,180","71,922","364,218","73,105",
22/04/2021,Sospechosos,"20,949",301,Na,Na,
23/04/2021,Confirmados,"84,833","35,612","101,556","21,327",
23/04/2021,Descartados,"99,718","72,129","367,968","73,105",
23/04/2021,Sospechosos,"20,890",305,Na,Na,
24/04/2021,Confirmados,"84,937","35,612","101,822","21,327",
24/04/2021,Descartados,"100,216","72,129","371,299","73,105",
24/04/2021,Sospechosos,"20,858",305,Na,Na,
25/04/2021,Confirmados,"84,982","35,612","102,100","21,362",
25/04/2021,Descartados,"100,365","72,129","374,227","73,484",
25/04/2021,Sospechosos,"20,789",305,Na,Na,
26/04/2021,Confirmados,"85,007","35,647","102,358","21,362",
26/04/2021,Descartados,"100,457","72,277","378,480","73,484",
26/04/2021,Sospechosos,"20,796",308,Na,Na,
27/04/2021,Confirmados,"85,096","35,647","102,553","21,375",
27/04/2021,Descartados,"100,876","72,277","381,834","73,652",
27/04/2021,Sospechosos,"20,916",308,Na,Na,
28/04/2021,Confirmados,"85,216","35,673","102,676","21,375",
28/04/2021,Descartados,"101,393","72,448","384,895","73,652",
28/04/2021,Sospechosos,"20,905",277,Na,Na,
29/04/2021,Confirmados,"85,345","35,673","102,777","21,399",
29/04/2021,Descartados,"101,877","72,448","387,366","74,000",
29/04/2021,Sospechosos,"20,838",277,Na,Na,
30/04/2021,Confirmados,"85,436","35,767","102,822","21,400",
30/04/2021,Descartados,"102,298","73,266","389,732","74,058",
30/04/2021,Sospechosos,"20,838",282,Na,Na,
01/05/2021,Confirmados,"85,514","35,767","102,957","21,400",
01/05/2021,Descartados,"102,708","73,266","393,517","74,058",
01/05/2021,Sospechosos,"20,794",282,Na,Na,
02/05/2021,Confirmados,"85,539","35,767","103,117","21,400",
02/05/2021,Descartados,"102,776","73,266","396,735","74,058",
02/05/2021,Sospechosos,"20,761",282,Na,Na,
03/05/2021,Confirmados,"85,557","35,797","103,298","21,400",
03/05/2021,Descartados,"102,866","73,409","399,046","74,058",
03/05/2021,Sospechosos,"20,776",266,Na,Na,
04/05/2021,Confirmados,"85,638","35,797","103,395","21,425",
04/05/2021,Descartados,"103,253","73,409","402,720","74,392",
04/05/2021,Sospechosos,"20,854",266,Na,Na,
05/05/2021,Confirmados,"85,732","35,816","103,505","21,425",
05/05/2021,Descartados,"103,735","73,479","406,769","74,392",
05/05/2021,Sospechosos,"20,855",254,Na,Na,
06/05/2021,Confirmados,"85,825","35,816","103,630","21,425",
06/05/2021,Descartados,"104,125","73,479","409,738","74,392",
06/05/2021,Sospechosos,"20,862",254,Na,Na,
07/05/2021,Confirmados,"85,884","35,845","103,737","21,452",
07/05/2021,Descartados,"104,490","73,620","412,910","74,526",
07/05/2021,Sospechosos,"20,918",265,Na,Na,
08/05/2021,Confirmados,"85,941","32,845","103,879","21,452",
08/05/2021,Descartados,"104,779","73,620","416,678","74,526",
08/05/2021,Sospechosos,"20,962",265,Na,Na,
09/05/2021,Confirmados,"85,967","35,845","104,023","21,452",
09/05/2021,Descartados,"104,884","73,620","419,173","74,526",
09/05/2021,Sospechosos,"20,953",265,Na,Na,
10/05/2021,Confirmados,"85,990","35,911","104,127","21,452",
10/05/2021,Descartados,"104,972","73,876","422,559","74,526",
10/05/2021,Sospechosos,"20,920",233,Na,Na,
11/05/2021,Confirmados,"86,048","35,911","104,232","21,462",
11/05/2021,Descartados,"105,082","73,876","425,629","74,662",
11/05/2021,Sospechosos,"20,907",233,Na,Na,
12/05/2021,Confirmados,"86,136","35,936","104,309","21,462",
12/05/2021,Descartados,"105,460","73,941","428,615","74,662",
12/05/2021,Sospechosos,"20,921",236,Na,Na,
13/05/2021,Confirmados,"86,215","35,936","104,406","21,462",
13/05/2021,Descartados,"105,870","73,941","432,392","74,662",
13/05/2021,Sospechosos,"20,943",236,Na,Na,
14/05/2021,Confirmados,"86,291","35,966","104,491","21,462",
14/05/2021,Descartados,"106,217","74,082","435,319","74,662",
14/05/2021,Sospechosos,"20,925",228,Na,Na,
15/05/2021,Confirmados,"86,360","35,966","104,594","21,462",
15/05/2021,Descartados,"106,528","74,082","438,464","74,662",
15/05/2021,Sospechosos,"20,910",228,Na,Na,
16/05/2021,Confirmados,"86,387","35,966","104,714","21,462",
16/05/2021,Descartados,"106,618","74,082","443,210","74,662",
16/05/2021,Sospechosos,"20,858",228,Na,Na,
17/05/2021,Confirmados,"86,405","36,012","104,782","21,496",
17/05/2021,Descartados,"106,679","74,327","446,121","74,846",
17/05/2021,Sospechosos,"20,841",242,Na,Na,
18/05/2021,Confirmados,"86,464","36,012","104,841","21,496",
18/05/2021,Descartados,"106,976","74,327","450,530","74,846",
18/05/2021,Sospechosos,"20,867",242,Na,Na,
19/05/2021,Confirmados,"86,507","36,028","104,907","21,496",
19/05/2021,Descartados,"107,177","74,400","455,229","74,846",
19/05/2021,Sospechosos,"20,887",250,Na,Na,
20/05/2021,Confirmados,"86,557","36,028","104,936","21,496",
20/05/2021,Descartados,"107,536","74,400","459,094","74,846",
20/05/2021,Sospechosos,"20,977",250,Na,Na,
21/05/2021,Confirmados,"86,625","36,042","104,946","21,496",
21/05/2021,Descartados,"107,895","74,490","461,320","74,846",
21/05/2021,Sospechosos,"20,888",226,Na,Na,
22/05/2021,Confirmados,"86,674","36,042","104,962","21,521",
22/05/2021,Descartados,"108,195","74,490","463,163","75,042",
22/05/2021,Sospechosos,"20,898",226,Na,Na,
23/05/2021,Confirmados,"86,693","36,042","105,026","21,521",
23/05/2021,Descartados,"108,288","74,490","467,407","75,042",
23/05/2021,Sospechosos,"20,860",226,Na,Na,
24/05/2021,Confirmados,"86,711","36,063","105,075","21,521",
24/05/2021,Descartados,"108,370","74,589","469,982","75,042",
24/05/2021,Sospechosos,"20,860",221,Na,Na,
25/05/2021,Confirmados,"86,777","36,063","105,093","21,521",
25/05/2021,Descartados,"108,631","74,589","473,412","75,042",
25/05/2021,Sospechosos,"20,911",221,Na,Na,
26/05/2021,Confirmados,"86,847","36,070","105,135","21,521",
26/05/2021,Descartados,"108,996","74,614","477,050","75,042",
26/05/2021,Sospechosos,"20,903",216,Na,Na,
27/05/2021,Confirmados,"86,916","36,070","105,198","21,521",
27/05/2021,Descartados,"109,325","74,614","481,899","75,042",
27/05/2021,Sospechosos,"20,891",216,Na,Na,
28/05/2021,Confirmados,"86,984","36,091","105,252","21,521",
28/05/2021,Descartados,"109,602","74,732","485,987","75,042",
28/05/2021,Sospechosos,"20,882",226,Na,Na,
29/05/2021,Confirmados,"87,048","36,091","105,337","21,521",
29/05/2021,Descartados,"109,862","74,732","488,964","75,042",
29/05/2021,Sospechosos,"20,888",226,Na,Na,
30/05/2021,Confirmados,"87,075","36,091","105,415","21,521",
30/05/2021,Descartados,"109,970","74,732","492,360","75,042",
30/05/2021,Sospechosos,"20,830",226,Na,Na,
31/05/2021,Confirmados,"87,080","36,101","105,451","21,579",
31/05/2021,Descartados,"110,026","74,799","495,564","75,553",
31/05/2021,Sospechosos,"20,838",206,Na,Na,
01/06/2021,Confirmados,"87,165","36,110","105,478","21,579",
01/06/2021,Descartados,"110,334","74,836","499,063","75,553",
01/06/2021,Sospechosos,"20,903",206,Na,Na,
02/06/2021,Confirmados,"87,254","36,110","105,524","21,579",
02/06/2021,Descartados,"110,656","74,836","502,314","75,553",
02/06/2021,Sospechosos,"20,881",206,Na,Na,
03/06/2021,Confirmados,"87,308","36,110","105,598","21,579",
03/06/2021,Descartados,"110,927","74,836","507,110","75,553",
03/06/2021,Sospechosos,"20,916",206,Na,Na,
04/06/2021,Confirmados,"87,375","36,110","105,650","21,579",
04/06/2021,Descartados,"111,221","74,836","511,267","75,553",
04/06/2021,Sospechosos,"20,879",206,Na,Na,
05/06/2021,Confirmados,"87,443","36,110","105,706","21,579",
05/06/2021,Descartados,"111,521","74,836","514,653","75,553",
05/06/2021,Sospechosos,"20,874",206,Na,Na,
06/06/2021,Confirmados,"87,467","36,110","105,794","21,579",
06/06/2021,Descartados,"111,608","74,836","518,066","75,553",
06/06/2021,Sospechosos,"20,845",206,Na,Na,
07/06/2021,Confirmados,"87,470","36,110","105,883","21,579",
07/06/2021,Descartados,"111,634","74,836","522,355","75,553",
07/06/2021,Sospechosos,"20,861",206,Na,Na,
08/06/2021,Confirmados,"87,536","36,110","105,907","21,597",
08/06/2021,Descartados,"111,936","74,836","525,852","75,751",
08/06/2021,Sospechosos,"20,920",206,Na,Na,
09/06/2021,Confirmados,"87,619","36,110","105,941","21,597",
09/06/2021,Descartados,"112,320","74,849","529,253","75,751",
09/06/2021,Sospechosos,"20,887",206,Na,Na,
10/06/2021,Confirmados,"87,661","36,110","105,987","21,633",
10/06/2021,Descartados,"112,621","74,849","532,591","75,817",
10/06/2021,Sospechosos,"20,924",206,Na,Na,
11/06/2021,Confirmados,"87,709","36,110","106,051","21,633",
11/06/2021,Descartados,"112,925","74,849","536,883","75,817",
11/06/2021,Sospechosos,"20,902",206,Na,Na,
12/06/2021,Confirmados,"87,754","36,110","106,103","21,633",
12/06/2021,Descartados,"113,226","74,849","541,041","75,817",
12/06/2021,Sospechosos,"20,879",206,Na,Na,
13/06/2021,Confirmados,"87,778","36,110","106,111","21,684",
13/06/2021,Descartados,"113,300","74,849","542,777","76,032",
13/06/2021,Sospechosos,"20,851",206,Na,Na,
14/06/2021,Confirmados,"87,791","36,110","106,193","21,684",
14/06/2021,Descartados,"113,351","74,849","546,322","76,032",
14/06/2021,Sospechosos,"20,867",206,Na,Na,
15/06/2021,Confirmados,"87,854","36,115","106,236","21,684",
15/06/2021,Descartados,"113,648","74,855","548,304","76,032",
15/06/2021,Sospechosos,"20,914",206,Na,Na,
16/06/2021,Confirmados,"87,922","36,113","106,291","21,684",
16/06/2021,Descartados,"113,900","74,854","551,974","76,032",
16/06/2021,Sospechosos,"20,921",206,Na,Na,
17/06/2021,Confirmados,"87,976","36,113","106,371","21,684",
17/06/2021,Descartados,"114,210","74,854","555,976","76,032",
17/06/2021,Sospechosos,"20,936",206,Na,Na,
18/06/2021,Confirmados,"88,037","36,113","106,429","21,684",
18/06/2021,Descartados,"114,495","74,854","558,947","76,032",
18/06/2021,Sospechosos,"20,944",206,Na,Na,
19/06/2021,Confirmados,"88,104","36,113","106,469","21,684",
19/06/2021,Descartados,"114,769","74,854","561,915","76,032",
19/06/2021,Sospechosos,"20,965",206,Na,Na,
20/06/2021,Confirmados,"88,130","36,113","106,523","21,705",
20/06/2021,Descartados,"114,873","74,854","564,660","76,157",
20/06/2021,Sospechosos,"20,916",206,Na,Na,
21/06/2021,Confirmados,"88,151","36,113","106,598","21,705",
21/06/2021,Descartados,"114,922","74,854","567,934","76,157",
21/06/2021,Sospechosos,"20,910",206,Na,Na,
22/06/2021,Confirmados,"88,236","36,120","106,629","21,705",
22/06/2021,Descartados,"115,187","74,871","571,544","76,157",
22/06/2021,Sospechosos,"20,965",206,Na,Na,
23/06/2021,Confirmados,"88,330","36,120","106,674","21,705",
23/06/2021,Descartados,"115,540","74,871","574,024","76,157",
23/06/2021,Sospechosos,"21,072",206,Na,Na,
24/06/2021,Confirmados,"88,433","36,120","106,716","21,705",
24/06/2021,Descartados,"115,981","74,871","577,243","76,157",
24/06/2021,Sospechosos,"21,060",206,Na,Na,
25/06/2021,Confirmados,"88,529","36,120","106,772","21,705",
25/06/2021,Descartados,"116,368","74,871","578,886","76,157",
25/06/2021,Sospechosos,"20,989",206,Na,Na,
26/06/2021,Confirmados,"88,597","36,120","106,853","21,705",
26/06/2021,Descartados,"116,694","74,871","582,380","76,157",
26/06/2021,Sospechosos,"21,065",206,Na,Na,
27/06/2021,Confirmados,"88,651","36,120","106,951","21,705",
27/06/2021,Descartados,"116,845","74,871","585,262","76,157",
27/06/2021,Sospechosos,"20,968",206,Na,Na,
28/06/2021,Confirmados,"88,677","36,120","107,067","21,705",
28/06/2021,Descartados,"116,925","74,871","588,121","76,157",
28/06/2021,Sospechosos,"20,969",206,Na,Na,
29/06/2021,Confirmados,"88,801","36,126","107,097","21,705",
29/06/2021,Descartados,"117,246","74,881","590,113","76,157",
29/06/2021,Sospechosos,"21,047",206,Na,Na,
30/06/2021,Confirmados,"88,957","36,126","107,135","21,705",
30/06/2021,Descartados,"117,652","74,881","593,401","76,157",
30/06/2021,Sospechosos,"20,991",206,Na,Na,
01/07/2021,Confirmados,"89,103","36,126","107,210","21,705",
01/07/2021,Descartados,"118,014","74,881","596,564","76,157",
01/07/2021,Sospechosos,"21,030",206,Na,Na,
02/07/2021,Confirmados,"89,215","36,126","107,327","21,705",
02/07/2021,Descartados,"118,341","74,881","599,750","76,157",
02/07/2021,Sospechosos,"21,031",206,Na,Na,
03/07/2021,Confirmados,"89,353","36,126","107,425","21,705",
03/07/2021,Descartados,"118,644","74,881","602,993","76,157",
03/07/2021,Sospechosos,"21,041",206,Na,Na,
04/07/2021,Confirmados,"89,402","36,126","107,556","21,755",
04/07/2021,Descartados,"118,735","74,881","605,975","77,036",
04/07/2021,Sospechosos,"21,008",206,Na,Na,
05/07/2021,Confirmados,"89,442","36,126","107,737","21,755",
05/07/2021,Descartados,"118,818","74,881","608,750","77,036",
05/07/2021,Sospechosos,"21,001",206,Na,Na,
06/07/2021,Confirmados,"89,680","36,126","107,767","21,755",
06/07/2021,Descartados,"119,241","74,881","611,412","77,036",
06/07/2021,Sospechosos,"21,103",206,Na,Na,
07/07/2021,Confirmados,"89,952","36,141","107,819","21,755",
07/07/2021,Descartados,"119,690","74,902","613,456","77,036",
07/07/2021,Sospechosos,"21,161",206,Na,Na,
08/07/2021,Confirmados,"90,228","36,141","107,949","21,755",
08/07/2021,Descartados,"120,262","74,899","617,054","77,036",
08/07/2021,Sospechosos,"21,254",206,Na,Na,
09/07/2021,Confirmados,"90,604","36,141","108,074","21,755",
09/07/2021,Descartados,"120,878","74,899","620,287","77,036",
09/07/2021,Sospechosos,"21,285",206,Na,Na,
10/07/2021,Confirmados,"90,994","36,141","108,223","21,755",
10/07/2021,Descartados,"121,472","74,899","623,852","77,036",
10/07/2021,Sospechosos,"21,296",206,Na,Na,
11/07/2021,Confirmados,"91,147","36,141","108,554","21,805",
11/07/2021,Descartados,"121,720","74,899","627,036","77,381",
11/07/2021,Sospechosos,"21,156",206,Na,Na,
12/07/2021,Confirmados,"91,232","36,141","108,995","21,805",
12/07/2021,Descartados,"121,828","74,899","629,487","77,381",
12/07/2021,Sospechosos,"21,102",206,Na,Na,
13/07/2021,Confirmados,"91,636","36,164","109,161","21,805",
13/07/2021,Descartados,"122,344","74,927","632,827","77,381",
13/07/2021,Sospechosos,"21,327",206,Na,Na,
14/07/2021,Confirmados,"92,219","36,152","109,403","21,805",
14/07/2021,Descartados,"123,084","74,922","636,312","77,381",
14/07/2021,Sospechosos,"21,435",206,Na,Na,
15/07/2021,Confirmados,"92,884","36,152","109,752","21,805",
15/07/2021,Descartados,"123,799","74,922","639,570","77,381",
15/07/2021,Sospechosos,"21,441",206,Na,Na,
16/07/2021,Confirmados,"93,620","36,152","110,014","21,805",
16/07/2021,Descartados,"124,569","74,922","643,353","77,381",
16/07/2021,Sospechosos,"21,444",206,Na,Na,
17/07/2021,Confirmados,"94,365","36,152","110,280","21,805",
17/07/2021,Descartados,"125,347","74,922","647,645","77,381",
17/07/2021,Sospechosos,"21,465",206,Na,Na,
18/07/2021,Confirmados,"94,537","36,152","110,978","21,937",
18/07/2021,Descartados,"125,596","74,922","650,886","77,860",
18/07/2021,Sospechosos,"21,347",206,Na,Na,
19/07/2021,Confirmados,"94,688","36,152","111,822","21,937",
19/07/2021,Descartados,"125,736","74,922","653,370","77,860",
19/07/2021,Sospechosos,"21,328",206,Na,Na,
20/07/2021,Confirmados,"95,407","36,187","112,142","21,937",
20/07/2021,Descartados,"126,420","74,935","657,298","77,860",
20/07/2021,Sospechosos,"21,574",206,Na,Na,
21/07/2021,Confirmados,"96,379","36,187","112,445","21,937",
21/07/2021,Descartados,"127,252","74,935","661,374","77,860",
21/07/2021,Sospechosos,"21,665",206,Na,Na,
22/07/2021,Confirmados,"97,405","36,187","112,697","21,937",
22/07/2021,Descartados,"128,186","74,935","665,263","77,860",
22/07/2021,Sospechosos,"21,719",206,Na,Na,
23/07/2021,Confirmados,"98,544","36,187","112,858","21,937",
23/07/2021,Descartados,"129,242","74,935","669,253","77,860",
23/07/2021,Sospechosos,"21,765",206,Na,Na,
24/03/2021,Confirmados,"99,586","36,187","113,216","21,937",
24/03/2021,Descartados,"130,356","74,935","673,156","77,860",
24/03/2021,Sospechosos,"21,724",206,Na,Na,
25/07/2021,Confirmados,"99,865","36,187","114,116","22,147",
25/07/2021,Descartados,"130,633","74,935","677,296","78,535",
25/07/2021,Sospechosos,"21,639",206,Na,Na,
26/07/2021,Confirmados,"100,190","36,187","115,191","22,147",
26/07/2021,Descartados,"130,858","74,935","683,956","78,535",
26/07/2021,Sospechosos,"21,606",206,Na,Na,
27/07/2021,Confirmados,"101,161","36,228","115,679","22,147",
27/07/2021,Descartados,"131,613","74,955","689,411","78,535",
27/07/2021,Sospechosos,"21,894",206,Na,Na,
28/07/2021,Confirmados,"102,355","36,228","116,067","22,147",
28/07/2021,Descartados,"132,738","74,955","693,978","78,535",
28/07/2021,Sospechosos,"22,057",206,Na,Na,
29/07/2021,Confirmados,"103,601","36,228","116,473","22,147",
29/07/2021,Descartados,"133,905","74,955","699,512","78,535",
29/07/2021,Sospechosos,"22,138",206,Na,Na,
30/07/2021,Confirmados,"104,946","36,228","116,828","22,147",
30/07/2021,Descartados,"135,006","74,955","705,595","78,535",
30/07/2021,Sospechosos,"22,232",206,Na,Na,
31/07/2021,Confirmados,"106,215","36,254","117,243","22,147",
31/07/2021,Descartados,"136,339","74,988","709,708","78,535",
31/07/2021,Sospechosos,"22,192",206,Na,Na,
01/08/2021,Confirmados,"106,645","36,254","118,062","22,443",
01/08/2021,Descartados,"136,793","74,988","713,656","79,129",
01/08/2021,Sospechosos,"21,892",206,Na,Na,
02/08/2021,Confirmados,"106,911","36,254","119,112","22,627",
02/08/2021,Descartados,"137,058","74,988","718,590","79,583",
02/08/2021,Sospechosos,"21,825",206,Na,Na,
03/08/2021,Confirmados,"107,973","36,263","119,688","22,627",
03/08/2021,Descartados,"138,114","74,997","722,742","79,583",
03/08/2021,Sospechosos,"22,293",206,Na,Na,
04/08/2021,Confirmados,"109,128","36,263","120,218","22,627",
04/08/2021,Descartados,"139,226","74,997","727,618","79,583",
04/08/2021,Sospechosos,"22,371",206,Na,Na,
05/08/2021,Confirmados,"110,504","36,263","120,630","22,627",
05/08/2021,Descartados,"140,574","74,997","732,247","79,583",
05/08/2021,Sospechosos,"22,290",206,Na,Na,
